Timestamp,PingTimeMs,SuccessRate,AvgQueryTimeMs,MemoryUsageMB,CpuPercent
2025-08-17 20:52:36,7.4229,100,32.01,152.79,0
2025-08-17 21:07:20,7.4814,100,26.11,127.41,0
2025-08-17 21:13:53,6.3992,100,24.06,131.07,0
2025-08-17 22:24:45,22.632,100,38.59,495.31,1.5386600019301
